cadena,dades_nutri,descr_add,format,info_prod,ingredients,instr,marca,nom_producte,preu,preu_volum,subconjunt
BonPreu," per 100 ml  Valor energètic  423 kJ / 99 kcal  Greixos  0 g  dels quals saturats  0 g  Hidrats de carboni  19,8 g  dels quals sucres  19,8 g  Proteïnes  0 g  Sal  0,01 g","Aceto balsamico di Modena IGP.Conté polifenols. Ric en minerals. Baix en sodi, en greixos saturats i no té colesterol.Nom de l'operador:BORGES BRANDED FOODS, SLU AV. JOSEP TREPAT I GALCERAN 38 25300, TARREGAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.5L,Vinagre balsàmic de Mòdena Borges en ampolla de vidre de 500 ml,"INGREDIENTS: vinagre de vi, most de raïm concentrat, most de raïm cuit, colorant E-150d.Conté sulfits.",Conservar a temperatura ambient.,BORGES,BORGES Vinagre balsàmic de Mòdena,3.19,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  910 kJ / 214 kcal  Greixos  0 g  dels quals saturats  0 g  Hidrats de carboni  51 g dels quals sucres  48 g  Fibra alimentària  0 g  Proteïnes  0,2 g  Sal  0,1 g","Crema a base de vinagre balsàmic de Mòdena.Nom de l'operador:BORGES BRANDED FOODS, SLU AV. JOSEP TREPAT I GALCERAN 38 25300, TARREGAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.25kg,Vinagre Balsàmic Borges de Mòdena en pot de 250 grams,"INGREDIENTS: suc de raïm concentrat, aceto balsámico di Modena IGP (39%) vinagre de vi, most de raïm concentrat, colorant: caramel E-150d, conservant: metabisulfit potàssic, espessidor: midó modificat de blat de moro.Conté sulfits.","Agitar abans d'usar.Conservar en un lloc fresc i sec. Protegir de la llum i calor directes, abans i un cop obert l'envàs.",BORGES,BORGES Crema de vinagre balsàmic,2.98,,Nutrició esportiva
BonPreu," Per 100 ml  Energia  12,8 kcal / 53,55 kJ  Greix total  0,1 g dels quals saturat  <0,01 g  Hidrats de carboni  2,5 g  dels quals sucres  2,0 g  Proteïnes  0,44 g  Sal  0,004 g  Fibra alimentària  0,08 g","Suc de llimones espremudes. Aquest envàs conté el suc obtingut d'esprémer 1 kg de llimones fresques.Nom de l'operador:DERIVADOS CITRICOS, SAPOL.IND.OESTE PARC 5-16 30820, ALCANTARILLAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.28L,Suc de llimona Solimon en envàs de 280 ml,"INGREDIENTS: suc de llimona espremuda (99,6%), antioxidant E-224. Conté sulfits.","Utilitzar igual que la llimona. Es pot utilitzar tots els dies per l'elaboració de gelats i refrescos, còctels i begudes. Per condimentar carns, peixos, amanides i gastronomia en general.Un cop obert conservar a la nevera un màxim de 40 dies.",SOLIMON,SOLIMON Suc de llimona,1.05,,Nutrició esportiva
BonPreu, per 100 g  Valor energètic  95 kJ / 23 kcal  Greixos  0 g  dels quals saturats  0 g  Hidrats de carboni  4 g  dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g,"Vinagre de vi de garnatxa, envellit en bóta de roure. Elaborat a partir de vi de la varietat Garnatxa i criat en bótes de roure segons el mètode tradicional. Acidesa superior a 6%.Nom de l'operador:ACTEL, SCCLCTRA. VALL D'ARAN, KM 3 25196, LLEIDAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.5L,Vinagre de vi de garnatxa Germanor en ampolla de 500 ml,INGREDIENTS: 1005 vinagre de vi de garnatxa.Conté sulfits.,Conserveu-lo en lloc fresc i sec.,GERMANOR,GERMANOR Vinagre de vi de garnatxa,2.99,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  800 kJ / 188 kcal  Grasses  0 g  dels quals saturades  0 g  Hidrats de carboni  45 g dels quals sucres  42 g  Fibra alimentaria  0 g  Proteïnes  0 g  Sal  0,03 g","Crema a base de vinagre de vi negre amb gerds.Nom de l'operador:BORGES BRANDED FOODS, SLU AV. JOSEP TREPAT I GALCERAN 38 25300, TARREGAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.25kg,Vinagre Balsàmic Borges de gerds en flascó de 250 grams,"INGREDIENTS: Suc de raïm concentrat, vinagre de vi negre, xarop de glucosa-fructosa, midó modificat de blat de moro, puré de gerds (1%), aroma de gerds i colorant: E-150d.Conté sulfits.","Agitar abans d'utilitzar. Conservar en un lloc fresc. Protegir de la llum i calor directes, abans i després d'obrir l'envàs.",BORGES,BORGES Vinagre Balsàmic de gerds,2.98,,Nutrició esportiva
BonPreu," per 100 ml  Valor energètic  530 kJ / 102 kcal  Greixos  0 g  dels quals saturats  0 g  Hidrats de carboni  21 g  dels quals sucres  21 g  Proteïnes  <0,5 g  Sal  0,01 g","Vinagre balsàmic de vi blanc.Conté vitamina A. Rico en àcid acètic.Nom de l'operador:BORGES BRANDED FOODS, SLU AV. JOSEP TREPAT I GALCERAN 38 25300, TARREGAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.25L,Vinagre balsàmic blanc Borges en ampolla de 250 ml,INGREDIENTS: Vinagre de vi blanc i conservador metabisulfit potàssic.,Conservar a temperatura ambient.,BORGES,BORGES Vinagre balsàmic blanc,1.95,,Nutrició esportiva
BonPreu," per 100 gr  Valor energètic  507 kJ / 121 kcal  Greixos  0 g dels quals saturats  0 g  Hidrats de carboni  25 g dels quals sucres  25 g  Proteïnes  <0,5 g  Sal  0,05 g","Vinagre balsàmic de poma.Amb suc de poma concentrat.Nom de l'operador:BORGES BRANDED FOODS, SLU AV. JOSEP TREPAT I GALCERAN 38 25300, TARREGAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.25L,Vinagre balsàmic Borges de poma en ampolla de 250 ml,"INGREDIENTS: vinagre de poma, suc de poma concentrat (38%), antioxidant: diòxid de sofre.","Conservar a temperatura ambient. Protegir de la llum i calor directes. No s'estranyi si a causa dels canvis de temperatura apareixen pòsits; això és a causa d'un procés totalment natural, sense detriment de la seva qualitat i sabor.",BORGES,BORGES Vinagre balsàmic de poma,2.25,,Nutrició esportiva
BonPreu, per 100g  valor energètic  875 kJ / 206 kcal  Greixos  0 g  dels quals saturats  0 g  Hidrats de carboni  49 g  dels quals sucres  42 g  Proteïnes  0 g  Sal  0 g,"Crema de vinagre al Pedro Ximénez.País d'origen: Espanya.Nom de l'operador:DEOLEO GLOBAL, S.A.U.Ctra N-IV Km 388 14610, ALCOLEAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.275L,Crema de vinagre Pedro Ximénez Louit en envàs de 275 grams,"INGREDIENTS: vinagre de vi Pedro Ximénez (40%) (vinagre de vi (sulfits), most concentrat de raïm, antioxidant: diòxid de sofre ), sucre, aigua, midó modificat de blat de moro, colorant: caramel (sulfits), conservant: metabisulfit potàssic.Pot contenir ou i mostassa.","Conservar en un lloc fresc, sec i protegit de la llum.",LOUIT,LOUIT Crema de vinagre,2.89,,Nutrició esportiva
BonPreu," per 100 gr  Valor energètic  750 kJ / 178 kcal  Greixos  0 g  dels quals saturats  0 g  Hidrats de carboni  46 g  dels quals sucres  40 g  Fibra alimentària  0 g  Proteïnes  0 g  Sal  0,2 g","Vinagre balsàmic de mòdena.Acidesa 6%.Nom de l'operador:BORGES BRANDED FOODS, SLU AV. JOSEP TREPAT I GALCERAN 38 25300, TARREGAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.25L,Vinagre balsàmic Ortalli en ampolla de 250 ml,"INGREDIENTS: vinagre de vi, most de raïm concentrat, most de raïm cuit, colorant E-150d. Conté sulfits.",Conservar a temperatura ambient.,ORTALLI,ORTALLI Vinagre balsàmic,2.95,,Nutrició esportiva
BonPreu," per 100 gr  Valor energètic  1784 kJ / 432 kcal  Greixos  41 g  saturats  5,6 g  Hidrats de carboni  15 g  sucres  2,5 g  Proteïnes  0,7 g  Sal  0,70 g","Vinagreta mediterrània de tomàquet i olives negres.Nom de l'operador:BORGES BRANDED FOODS, SLU AV. JOSEP TREPAT I GALCERAN 38 25300, TARREGAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.25L,Vinagreta mediterrània Borges en ampolla de 250 ml,"INGREDIENTS: oli d'oliva verge extra, oli refinat de gira-sol, vinagre de Jerez (vinagre de vi de Jerez i conservador metabisulfit potàssic), pasta de tomàquet concentrat (10%), aigua, pasta d'olives negres (olives negres i sal) (5%), pasta de tàperes (tàperes, àcid acètic, sal, vinagre), orenga (0,8%), sal, aromes, carn de pebrot xoricer.Pot contenir traces de mostassa, soja, gluten i sèsam.","Agitar cap per avall abans d'utilitzar. Tancar després de cada ús. Emmagatzemar en un lloc fresc i sec, lluny de la llum solar.",BORGES,BORGES Vinagreta mediterrània,2.45,,Nutrició esportiva
BonPreu," per 100 ml  Valor energètic  119 kJ / 27 kcal  Greixos  0 g  saturats  0 g  Hidrats de carboni  0,9 g  sucres  0,6 g  Proteïnes  <0,5 g  Sal  0,02 g","Vinagre de vi de Xerès. Acidesa màxima de 7º.Nom de l'operador:BORGES BRANDED FOODS, SLU AV. JOSEP TREPAT I GALCERAN 38 25300, TARREGAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.25L,Vinagre de Xerès Borges en ampolla de 250 ml,INGREDIENTS: vinagre de vi de Xerès D.O.P i conservador metabisulfit potàssic.,"No s'extranyi si a causa dels canvis de temperatura apareixen solatges; això és degut a un procés totalment natural, sense menyscabar de la seva qualitat i gust.Conservar a temperatura ambient.",BORGES,BORGES Vinagre de Xerès,1.76,,Nutrició esportiva
BonPreu," per 100 ml  Valor energètic  68 kJ / 15,5 kcal  Greixos  0 g  dels quals saturats  0 g  Hidrats de carboni  0,2 g  dels quals sucres  0,2 g  Proteïnes  0,05 g  Sal  0 g","Vinagre de poma.Nom de l'operador:PACKALIA, SL AVENIDA RAFAEL YBARRA, 1 41703, DOS HERMANASAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",1L,Vinagre de poma Ybarra en ampolla d'1 litre,"INGREDIENTS: vinagre de poma, antioxidant metabisulfit potàssic.",No necessita condicions especials de conservació.,YBARRA,YBARRA Vinagre de poma,1.99,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  586 kJ / 138 kcal  Greixos  0 g  dels quals saturats  0 g  Hidrats de carboni  29 g  dels quals sucres  29 g  Fibra alimentària  0 g  Proteïnes  0 g  Sal  0,1 g","Vinagre balsàmic de mòdena, en esprai.Conté polifenols. Ric en minerals.Baix en sodi, en greixos saturats i no conté colesterol.Nom de l'operador:BORGES BRANDED FOODS, SLU AV. JOSEP TREPAT I GALCERAN 38 25300, TARREGAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.25L,Vinagre Ortalli Balsàmic de Mòdena en flascó de 250 ml,"INGREDIENTS: vinagre de vi, most de raïm cuit.  Conté sulfits.",Conservar a temperatura ambient.,ORTALLI,ORTALLI Vinagre balsàmic esprai,2.95,,Nutrició esportiva
BonPreu," per 100 ml  Valor energètic  1018 kJ / 240 kcal  Greixos  0 g  dels quals saturats  0 g  Hidrats de carboni  56,8 g  dels quals sucres  56,8 g  Proteïnes  0,3 g  Sal  0,1 g","Crema amb vinagre balsàmic de Mòdena I.G.P.Producte d'agricultura ecològica.Condiment agredolç.Nom de l'operador:EUROALIMENT PACSLUP.I.AL-KANIS - NAU A - CTRA N.230 KM. 11,2 25124, ROSSELLOAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.25L,Crema de vinagre balsàmic de Mòdena Pons en envàs de 250 ml,"INGREDIENTS: most de raïm cuit ecològic, vinagre balsàmic de mòdena ecològic (20% min.) (vinagre de vi ecològic, most de raïm cuit ecològic) espessidor: goma xantana. Conté sulfits.",Agitar abans d'usar. Refrigerar després d'obrir.,PONS,PONS Crema vinagre balsàmic de Mòdena,3.99,,Nutrició esportiva
BonPreu, per 100 g  Valor energètic  82kJ /19 kcal  Greixos  0 g  dels quals saturats  0 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  menys de 0.5 g  Sal  0.05 g,"Vinagre obtingut exclusivament per fermentació acètica de vi blanc.Nom de l'operador:BORGES BRANDED FOODS, SLU AV. JOSEP TREPAT I GALCERAN 38 25300, TARREGAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",1L,Vinagre Borges de vi blanc en ampolla de 1 litre,INGREDIENTS: Vinagre de vi blanc i conservador metabisulfit potàssic .,Conservar a temperatura ambient.,BORGES,BORGES Vinagre de vi blanc,1.06,,Nutrició esportiva
BonPreu," per 82g  Valor energètic  19 kJ /430 kcal  Greixos  0 g  dels quals saturats  0 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  menys de 0,5 g  Sal  0,04 g","Vinagre obtingut exclusivament per fermentació acètica de vi negre.Nom de l'operador:BORGES BRANDED FOODS, SLU AV. JOSEP TREPAT I GALCERAN 38 25300, TARREGAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",1L,Vinagre Borges de vi negre en ampolla d'1 litre,INGREDIENTS: Vinagre de vi negre i conservador metabisulfit potàssic.,Adequat per a l'amaniment d'amanides.Conservar a temperatura ambient.,BORGES,BORGES Vinagre de vi negre,1.06,,Nutrició esportiva
BonPreu,"per 100 g:Valors energètics  63 kJ / 15 kcalGreixos  0 gdels quals saturats  0 gHidrats de carboni  0,1 gdels quals sucres  0 gProteïnes  0 gSal  0 g","Vinagre d'arròs.Condiment per a sushi o amanides.Apte per a vegetarians i vegans.Nom de l'operador:OFISTRADE SABUENOS AIRES 38-40 ENTR. C 08036, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.15L,Vinagre d'arròs Yang-Tse en ampolla de 150 ml,"INGREDIENTS: aigua, vinagre d'arròs (30%).","Agitar abans d'usar.Conservar en un lloc fresc i sec. Un cop obert, conservar refrigerat i consumir en el termini d'1 mes.",YANG-TSE,YANG-TSE Vinagre d'arròs,1.99,,Nutrició esportiva
BonPreu,"per 100 g:Valors energètics  763 kJ / 180 kcalGreixos  0,53 gdels quals saturats  0 gHidrats de carboni  41 gdels quals sucres  37,21 gProteïnes  0,70 gSal  1,14 g","Crema amb 'Vinagre Balsàmic de Mòdena IGP'.Origen: Itàlia.Nom de l'operador:VINAGRERIAS RIOJANAS, SACtra. Mendavia, Km.2 (PG de Cantabria) 26006, LOGROÑOAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.25L,Crema de vinagre balsàmic de Mòdena Aliño en ampolla de 250 ml,"INGREDIENTS: Vinagre Balsàmic de Mòdena ""Aceto Balsamico di Modena IGP"" 37% (vinagre de vi, most de raïm cuit, colorant: E-d 150) (sulfits), most de raïm concentrat, xarop de glucosa -fructosa, aigua, espessidor: midó de blat de moro modificat-goma Xantana.","Conservar en un lloc fresc i sec, a temperatura no superior a 30ºC i no exposar directament a la llum solar.Un cop obert el producte conservar en frigorífic.",ALIÑO,ALIÑO Crema de vinagre balsàmic de Mòdena,1.99,,Nutrició esportiva
BonPreu, per 100g  valor energètic  0 kJ / 0 Kcal  Greixos  0 g  saturats 0 g  Hidrats de carboni  0 g  sucres  0 g  Fibra alimentària  0 g  Proteïnes  0 g  Sal  100 g,"Sal marina fina. Fabricat per Daniel Carpeño e Hijos, SL per a Bon Preu, SAU Ctra. C-17 Km 73 08508 Les Masies de Voltregà.Avís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",1kg,Sal marina fina Bonpreu en paquet d'1 Kg,INGREDIENTS: sal marina i antiaglomerant (ferrocianur de potassi).,"Recomanacions: conservar en un lloc fresc i sec. Una vegada obert l'envàs, manteniu-lo tancat després de cada ús per evitar l'entrada d'aire.",BONPREU,BONPREU Sal marina fina,0.23,,Nutrició esportiva
